configuration_id,experiment,blocks,classifier,C,k,repeat,fold,risk_weighted_f1,risk_macro_f1,accuracy
anchors_zero_shot__logistic_regression__C0.25__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,logistic_regression,0.25,all,2,1,0.5509196822075237,0.46823664798627984,0.5370370370370371
anchors_zero_shot__logistic_regression__C0.25__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,logistic_regression,0.25,all,2,2,0.6105062916854483,0.4663346011235061,0.60790273556231
anchors_zero_shot__logistic_regression__C0.25__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,logistic_regression,0.25,all,2,3,0.5216176276350206,0.49420584056205247,0.5189873417721519
anchors_zero_shot__logistic_regression__C0.25__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,logistic_regression,0.25,all,2,4,0.5506189828228297,0.49424877308859855,0.536741214057508
anchors_zero_shot__logistic_regression__C1__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,logistic_regression,1.0,all,0,0,0.6159658335019045,0.4975558498712441,0.6037735849056604
anchors_zero_shot__logistic_regression__C1__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,logistic_regression,1.0,all,0,1,0.5428091026607954,0.46497730582041347,0.5292682926829269
anchors_zero_shot__logistic_regression__C1__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,logistic_regression,1.0,all,0,2,0.5724328386905073,0.4967940238773572,0.5705521472392638
anchors_zero_shot__logistic_regression__C1__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,logistic_regression,1.0,all,0,3,0.5052471400098517,0.4568835060016165,0.49337748344370863
anchors_zero_shot__logistic_regression__C1__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,logistic_regression,1.0,all,0,4,0.5444102006469329,0.46109096517075243,0.5340501792114696
anchors_zero_shot__logistic_regression__C1__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,logistic_regression,1.0,all,1,0,0.5568403032379321,0.4417046493851848,0.5433526011560693
anchors_zero_shot__logistic_regression__C1__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,logistic_regression,1.0,all,1,1,0.5255568369001604,0.46074461335001965,0.4965986394557823
anchors_zero_shot__logistic_regression__C1__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,logistic_regression,1.0,all,1,2,0.5718500194416106,0.5361434344532109,0.5701219512195121
anchors_zero_shot__logistic_regression__C1__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,logistic_regression,1.0,all,1,3,0.5978393207716999,0.5020270472042866,0.5774647887323944
anchors_zero_shot__logistic_regression__C1__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,logistic_regression,1.0,all,1,4,0.5817085701366638,0.4987655822438431,0.5833333333333334
anchors_zero_shot__logistic_regression__C1__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,logistic_regression,1.0,all,2,0,0.5497476028709798,0.45025288369510497,0.5240793201133145
anchors_zero_shot__logistic_regression__C1__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,logistic_regression,1.0,all,2,1,0.5537551422814992,0.47280795534763786,0.5401234567901234
anchors_zero_shot__logistic_regression__C1__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,logistic_regression,1.0,all,2,2,0.6083759103401473,0.45291348718488283,0.6048632218844985
anchors_zero_shot__logistic_regression__C1__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,logistic_regression,1.0,all,2,3,0.526531567530205,0.5045398182913827,0.5253164556962026
anchors_zero_shot__logistic_regression__C1__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,logistic_regression,1.0,all,2,4,0.5427641200245988,0.48908289574259034,0.5335463258785943
anchors_zero_shot__linear_svm__C0.25__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,linear_svm,0.25,all,0,0,0.6205737718654607,0.48019710970879614,0.6194968553459119
anchors_zero_shot__linear_svm__C0.25__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,linear_svm,0.25,all,0,1,0.5117051019193224,0.42413713234730344,0.5097560975609756
anchors_zero_shot__linear_svm__C0.25__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,linear_svm,0.25,all,0,2,0.5802729855610372,0.4828527646737909,0.588957055214724
anchors_zero_shot__linear_svm__C0.25__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,linear_svm,0.25,all,0,3,0.5058601519504109,0.4548401005714126,0.5066225165562914
anchors_zero_shot__linear_svm__C0.25__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,linear_svm,0.25,all,0,4,0.5392057199934929,0.4686599475524942,0.5448028673835126
anchors_zero_shot__linear_svm__C0.25__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,linear_svm,0.25,all,1,0,0.5564669773224172,0.42992181699173926,0.5635838150289018
anchors_zero_shot__linear_svm__C0.25__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,linear_svm,0.25,all,1,1,0.5432614574872725,0.4603048472552008,0.5204081632653061
anchors_zero_shot__linear_svm__C0.25__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,linear_svm,0.25,all,1,2,0.5519954162966731,0.5234390701403296,0.5640243902439024
anchors_zero_shot__linear_svm__C0.25__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,linear_svm,0.25,all,1,3,0.6136349874050568,0.5103076157837101,0.6084507042253521
anchors_zero_shot__linear_svm__C0.25__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,linear_svm,0.25,all,1,4,0.5624233482548725,0.47225646503897994,0.5897435897435898
anchors_zero_shot__linear_svm__C0.25__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,linear_svm,0.25,all,2,0,0.542143745031823,0.4321586629001884,0.5269121813031161
anchors_zero_shot__linear_svm__C0.25__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,linear_svm,0.25,all,2,1,0.5628848163750505,0.4758464534875857,0.5617283950617284
anchors_zero_shot__linear_svm__C0.25__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,linear_svm,0.25,all,2,2,0.6069005991377051,0.4431122281098831,0.6109422492401215
anchors_zero_shot__linear_svm__C0.25__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,linear_svm,0.25,all,2,3,0.5409839940652671,0.5092042766628457,0.5474683544303798
anchors_zero_shot__linear_svm__C0.25__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,linear_svm,0.25,all,2,4,0.5479336154864177,0.4922507220650101,0.5527156549520766
anchors_zero_shot__linear_svm__C1__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,linear_svm,1.0,all,0,0,0.61940211915885,0.4898578020184772,0.6163522012578616
anchors_zero_shot__linear_svm__C1__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,linear_svm,1.0,all,0,1,0.5173668386587961,0.428656155294017,0.5146341463414634
anchors_zero_shot__linear_svm__C1__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,linear_svm,1.0,all,0,2,0.571432217945553,0.4763405638074324,0.5828220858895705
anchors_zero_shot__linear_svm__C1__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,linear_svm,1.0,all,0,3,0.4967640765978948,0.4464421222598792,0.4966887417218543
anchors_zero_shot__linear_svm__C1__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,linear_svm,1.0,all,0,4,0.5497590427228162,0.47678249145951057,0.5555555555555556
anchors_zero_shot__linear_svm__C1__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,linear_svm,1.0,all,1,0,0.5671073696400213,0.43777500892340554,0.5722543352601156
anchors_zero_shot__linear_svm__C1__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,linear_svm,1.0,all,1,1,0.5438977885923981,0.4686427182770023,0.5238095238095238
anchors_zero_shot__linear_svm__C1__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,linear_svm,1.0,all,1,2,0.557623898429837,0.5271008218834305,0.5701219512195121
anchors_zero_shot__linear_svm__C1__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,linear_svm,1.0,all,1,3,0.5989300622675912,0.4989429653146845,0.5915492957746479
anchors_zero_shot__linear_svm__C1__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,linear_svm,1.0,all,1,4,0.5795674740196665,0.5021244161909705,0.6025641025641025
anchors_zero_shot__linear_svm__C1__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,linear_svm,1.0,all,2,0,0.5391267282518591,0.42876264181300006,0.5212464589235127
anchors_zero_shot__linear_svm__C1__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,linear_svm,1.0,all,2,1,0.5642353048531699,0.4776009638794901,0.5617283950617284
anchors_zero_shot__linear_svm__C1__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,linear_svm,1.0,all,2,2,0.6153132922679584,0.4578933182656587,0.6200607902735562
anchors_zero_shot__linear_svm__C1__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,linear_svm,1.0,all,2,3,0.5407116440445326,0.509025840202917,0.5474683544303798
anchors_zero_shot__linear_svm__C1__kall,anchors_zero_shot,zero_shot__macro__sentence;zero_shot__individual__sentence,linear_svm,1.0,all,2,4,0.5472017221870281,0.49307232601200096,0.5527156549520766
anchors_meta_prompting__logistic_regression__C0.25__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,all,0,0,0.5954859596767006,0.44038000833458085,0.5691823899371069
anchors_meta_prompting__logistic_regression__C0.25__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,all,0,1,0.5572027680871253,0.4701877601236374,0.5414634146341464
anchors_meta_prompting__logistic_regression__C0.25__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,all,0,2,0.620640536789611,0.5137915737906334,0.6104294478527608
anchors_meta_prompting__logistic_regression__C0.25__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,all,0,3,0.4599846319528765,0.39028657245865844,0.44370860927152317
anchors_meta_prompting__logistic_regression__C0.25__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,all,0,4,0.5435071530659471,0.45225199831938145,0.5268817204301075
anchors_meta_prompting__logistic_regression__C0.25__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,all,1,0,0.5633967843708457,0.4350759465273104,0.5404624277456648
anchors_meta_prompting__logistic_regression__C0.25__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,all,1,1,0.5179832008487837,0.4394911250981452,0.48639455782312924
anchors_meta_prompting__logistic_regression__C0.25__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,all,1,2,0.5561110881140465,0.4878815561551719,0.551829268292683
anchors_meta_prompting__logistic_regression__C0.25__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,all,1,3,0.6407699788938636,0.5244292720793198,0.6253521126760564
anchors_meta_prompting__logistic_regression__C0.25__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,all,1,4,0.5934332952184815,0.5159836836729208,0.5833333333333334
anchors_meta_prompting__logistic_regression__C0.25__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,all,2,0,0.5816204896416919,0.457368904743308,0.5495750708215298
anchors_meta_prompting__logistic_regression__C0.25__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,all,2,1,0.5677824319028022,0.4988107956857957,0.5555555555555556
anchors_meta_prompting__logistic_regression__C0.25__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,all,2,2,0.6406160820491615,0.4868456763133742,0.6200607902735562
anchors_meta_prompting__logistic_regression__C0.25__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,all,2,3,0.5391284958246262,0.48187539531941803,0.5379746835443038
anchors_meta_prompting__logistic_regression__C0.25__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,all,2,4,0.5813566954570317,0.5075373548590814,0.5686900958466453
anchors_meta_prompting__logistic_regression__C1__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,1.0,all,0,0,0.592630885319596,0.43356048834628186,0.5628930817610063
