configuration_id,experiment,blocks,classifier,C,k,repeat,fold,risk_weighted_f1,risk_macro_f1,accuracy
anchors_meta_prompting__linear_svm__C0.25__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,all,1,3,0.6378408050218559,0.4999702158124272,0.6422535211267606
anchors_meta_prompting__linear_svm__C0.25__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,all,1,4,0.5955982289985919,0.52297634486444,0.6057692307692307
anchors_meta_prompting__linear_svm__C0.25__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,all,2,0,0.5865020255162205,0.4603214052636331,0.5750708215297451
anchors_meta_prompting__linear_svm__C0.25__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,all,2,1,0.578582648322601,0.521887710717498,0.5802469135802469
anchors_meta_prompting__linear_svm__C0.25__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,all,2,2,0.6262502532514547,0.4744008007573548,0.6231003039513677
anchors_meta_prompting__linear_svm__C0.25__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,all,2,3,0.5604373643821563,0.4973090509197547,0.5727848101265823
anchors_meta_prompting__linear_svm__C0.25__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,0.25,all,2,4,0.561197868837449,0.4691712055807823,0.5686900958466453
anchors_meta_prompting__linear_svm__C1__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,all,0,0,0.599956477758301,0.4337835364514635,0.5880503144654088
anchors_meta_prompting__linear_svm__C1__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,all,0,1,0.5543986375022868,0.4675921877792639,0.5609756097560976
anchors_meta_prompting__linear_svm__C1__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,all,0,2,0.6193651124273334,0.49607284088178105,0.6165644171779141
anchors_meta_prompting__linear_svm__C1__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,all,0,3,0.48318392105904834,0.41093723634031926,0.4867549668874172
anchors_meta_prompting__linear_svm__C1__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,all,0,4,0.5579466193417898,0.46075604145908367,0.5591397849462365
anchors_meta_prompting__linear_svm__C1__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,all,1,0,0.5524149742226531,0.4159146196227198,0.5491329479768786
anchors_meta_prompting__linear_svm__C1__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,all,1,1,0.557447916699627,0.47702711982877366,0.54421768707483
anchors_meta_prompting__linear_svm__C1__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,all,1,2,0.502116834723542,0.430283189033189,0.5121951219512195
anchors_meta_prompting__linear_svm__C1__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,all,1,3,0.6409029371940299,0.5025083736694326,0.6450704225352113
anchors_meta_prompting__linear_svm__C1__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,all,1,4,0.5991067613193956,0.526320729859693,0.6089743589743589
anchors_meta_prompting__linear_svm__C1__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,all,2,0,0.5894041751017938,0.46273273948307475,0.5750708215297451
anchors_meta_prompting__linear_svm__C1__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,all,2,1,0.5772625298168083,0.5212559471180161,0.5802469135802469
anchors_meta_prompting__linear_svm__C1__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,all,2,2,0.6239386266962146,0.47822447856646005,0.6200607902735562
anchors_meta_prompting__linear_svm__C1__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,all,2,3,0.5687902247368051,0.5071882684197786,0.5791139240506329
anchors_meta_prompting__linear_svm__C1__kall,anchors_meta_prompting,meta_prompting__macro__sentence;meta_prompting__individual__sentence,linear_svm,1.0,all,2,4,0.5496949686266475,0.4592019888223003,0.5559105431309904
anchors_complementary__logistic_regression__C0.25__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,all,0,0,0.6339544611716453,0.49812853251311173,0.6037735849056604
anchors_complementary__logistic_regression__C0.25__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,all,0,1,0.549983365125986,0.46596750706920204,0.5317073170731708
anchors_complementary__logistic_regression__C0.25__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,all,0,2,0.5923878076450638,0.48523486030320373,0.5766871165644172
anchors_complementary__logistic_regression__C0.25__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,all,0,3,0.5015384216423274,0.43321811034102914,0.4867549668874172
anchors_complementary__logistic_regression__C0.25__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,all,0,4,0.5235404129292075,0.4322749983934195,0.4946236559139785
anchors_complementary__logistic_regression__C0.25__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,all,1,0,0.5518259830231057,0.4207167636909803,0.523121387283237
anchors_complementary__logistic_regression__C0.25__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,all,1,1,0.5298659423703285,0.44657782423133874,0.4897959183673469
anchors_complementary__logistic_regression__C0.25__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,all,1,2,0.5808284680773921,0.5039130759718995,0.5670731707317073
anchors_complementary__logistic_regression__C0.25__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,all,1,3,0.6468780566471504,0.5385850651050965,0.6281690140845071
anchors_complementary__logistic_regression__C0.25__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,all,1,4,0.5908984264180159,0.5031801473997337,0.5897435897435898
anchors_complementary__logistic_regression__C0.25__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,all,2,0,0.5778996796256747,0.46962909028148586,0.546742209631728
anchors_complementary__logistic_regression__C0.25__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,all,2,1,0.5483554580856336,0.4533890497071833,0.5246913580246914
anchors_complementary__logistic_regression__C0.25__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,all,2,2,0.6371757942230951,0.4814229376149416,0.6170212765957447
anchors_complementary__logistic_regression__C0.25__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,all,2,3,0.5795223006232587,0.5354739832489808,0.5791139240506329
anchors_complementary__logistic_regression__C0.25__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,0.25,all,2,4,0.5979076985520912,0.5223613117680914,0.5782747603833865
anchors_complementary__logistic_regression__C1__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,1.0,all,0,0,0.6328458348235392,0.49289200286331747,0.6037735849056604
anchors_complementary__logistic_regression__C1__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,1.0,all,0,1,0.5339660904098587,0.45513182650731066,0.5195121951219512
anchors_complementary__logistic_regression__C1__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,1.0,all,0,2,0.6127728422660004,0.5017366779325578,0.5950920245398773
anchors_complementary__logistic_regression__C1__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,1.0,all,0,3,0.5010203111842804,0.4305181072993649,0.4900662251655629
anchors_complementary__logistic_regression__C1__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,1.0,all,0,4,0.5124818092741572,0.42577302314744103,0.4874551971326165
anchors_complementary__logistic_regression__C1__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,1.0,all,1,0,0.5391397891159918,0.4065269687102809,0.5086705202312138
anchors_complementary__logistic_regression__C1__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,1.0,all,1,1,0.5434927089062428,0.4550254813412708,0.5034013605442177
anchors_complementary__logistic_regression__C1__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,1.0,all,1,2,0.554899624676893,0.48404971904169863,0.5457317073170732
anchors_complementary__logistic_regression__C1__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,1.0,all,1,3,0.6423132764986086,0.5319437552868505,0.6253521126760564
anchors_complementary__logistic_regression__C1__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,1.0,all,1,4,0.597448446566051,0.5155829596412556,0.5993589743589743
anchors_complementary__logistic_regression__C1__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,1.0,all,2,0,0.5696582964717968,0.4636761873328253,0.5382436260623229
anchors_complementary__logistic_regression__C1__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,1.0,all,2,1,0.548683546649153,0.45117199144772235,0.5246913580246914
anchors_complementary__logistic_regression__C1__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,1.0,all,2,2,0.6278108323504,0.46954420031706967,0.6048632218844985
anchors_complementary__logistic_regression__C1__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,1.0,all,2,3,0.5489016700273022,0.4936292036394488,0.5474683544303798
anchors_complementary__logistic_regression__C1__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,logistic_regression,1.0,all,2,4,0.5761127607124401,0.5061094728200882,0.5591054313099042
anchors_complementary__linear_svm__C0.25__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,linear_svm,0.25,all,0,0,0.6294975976964706,0.47340611598871984,0.6163522012578616
anchors_complementary__linear_svm__C0.25__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,linear_svm,0.25,all,0,1,0.5376916681238598,0.46431788882604424,0.5414634146341464
anchors_complementary__linear_svm__C0.25__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,linear_svm,0.25,all,0,2,0.6129456262109443,0.493130793807854,0.6073619631901841
anchors_complementary__linear_svm__C0.25__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,linear_svm,0.25,all,0,3,0.5028340080971658,0.4280824438719176,0.5066225165562914
anchors_complementary__linear_svm__C0.25__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,linear_svm,0.25,all,0,4,0.5309127732580377,0.4353733578364553,0.5340501792114696
anchors_complementary__linear_svm__C0.25__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,linear_svm,0.25,all,1,0,0.5492909924720527,0.40465870163713935,0.5491329479768786
anchors_complementary__linear_svm__C0.25__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,linear_svm,0.25,all,1,1,0.5312040460166637,0.4315380421022825,0.5068027210884354
anchors_complementary__linear_svm__C0.25__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,linear_svm,0.25,all,1,2,0.5633742125451163,0.4953668985736369,0.573170731707317
anchors_complementary__linear_svm__C0.25__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,linear_svm,0.25,all,1,3,0.6213098455901968,0.487387495661976,0.6197183098591549
anchors_complementary__linear_svm__C0.25__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,linear_svm,0.25,all,1,4,0.5948327354996982,0.5025559192749265,0.6057692307692307
anchors_complementary__linear_svm__C0.25__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,linear_svm,0.25,all,2,0,0.5715731697485184,0.4453091600004526,0.5552407932011332
anchors_complementary__linear_svm__C0.25__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,linear_svm,0.25,all,2,1,0.5579111472668697,0.4517751686122842,0.5462962962962963
anchors_complementary__linear_svm__C0.25__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,linear_svm,0.25,all,2,2,0.627038687360158,0.4486503351875624,0.6231003039513677
anchors_complementary__linear_svm__C0.25__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,linear_svm,0.25,all,2,3,0.5622789400759132,0.49037108935116325,0.5791139240506329
anchors_complementary__linear_svm__C0.25__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,linear_svm,0.25,all,2,4,0.5910018321519919,0.511939356939357,0.5878594249201278
anchors_complementary__linear_svm__C1__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,linear_svm,1.0,all,0,0,0.623230643744114,0.47107068551435316,0.6069182389937107
anchors_complementary__linear_svm__C1__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,linear_svm,1.0,all,0,1,0.545443968257339,0.47045580138661736,0.5487804878048781
anchors_complementary__linear_svm__C1__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,linear_svm,1.0,all,0,2,0.6060980875267215,0.49395439110942974,0.6012269938650306
anchors_complementary__linear_svm__C1__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,linear_svm,1.0,all,0,3,0.4999161318366617,0.42669884169884165,0.5066225165562914
anchors_complementary__linear_svm__C1__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,linear_svm,1.0,all,0,4,0.538370017015931,0.4519008664513126,0.5448028673835126
anchors_complementary__linear_svm__C1__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,linear_svm,1.0,all,1,0,0.5601984600635284,0.4144508843485205,0.5578034682080925
anchors_complementary__linear_svm__C1__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,linear_svm,1.0,all,1,1,0.5293406002369375,0.4295322234651199,0.5034013605442177
anchors_complementary__linear_svm__C1__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,linear_svm,1.0,all,1,2,0.5348056467033723,0.4639591194422483,0.5426829268292683
anchors_complementary__linear_svm__C1__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,linear_svm,1.0,all,1,3,0.631717004369188,0.4970959401049707,0.6309859154929578
anchors_complementary__linear_svm__C1__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,linear_svm,1.0,all,1,4,0.5970092001226843,0.5036613153291936,0.6089743589743589
anchors_complementary__linear_svm__C1__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,linear_svm,1.0,all,2,0,0.5740617019626404,0.460648200119139,0.5609065155807366
anchors_complementary__linear_svm__C1__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,linear_svm,1.0,all,2,1,0.5245077372618896,0.42199581185567003,0.5154320987654321
anchors_complementary__linear_svm__C1__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,linear_svm,1.0,all,2,2,0.6200362272883237,0.43925533258388344,0.6139817629179332
anchors_complementary__linear_svm__C1__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,linear_svm,1.0,all,2,3,0.53935982289626,0.47028519945788616,0.5537974683544303
anchors_complementary__linear_svm__C1__kall,anchors_complementary,zero_shot__individual__sentence;meta_prompting__macro__sentence,linear_svm,1.0,all,2,4,0.5804180792923778,0.5041634178684639,0.5782747603833865
anchors_all__logistic_regression__C0.25__k64,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,64,0,0,0.6324379733591688,0.512728005169693,0.6132075471698113
anchors_all__logistic_regression__C0.25__k64,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,64,0,1,0.5481813540266021,0.45330982507706646,0.5317073170731708
anchors_all__logistic_regression__C0.25__k64,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,64,0,2,0.637711862870483,0.5398515069649009,0.6288343558282209
anchors_all__logistic_regression__C0.25__k64,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,64,0,3,0.5075594406593322,0.46685201050401404,0.5
anchors_all__logistic_regression__C0.25__k64,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,64,0,4,0.5608318993617778,0.488000575818706,0.5483870967741935
anchors_all__logistic_regression__C0.25__k64,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,64,1,0,0.5533461658057082,0.44979941085502656,0.5375722543352601
anchors_all__logistic_regression__C0.25__k64,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,64,1,1,0.5303228590238386,0.4623681127847651,0.5034013605442177
anchors_all__logistic_regression__C0.25__k64,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,64,1,2,0.590903223326642,0.555589220243503,0.5914634146341463
anchors_all__logistic_regression__C0.25__k64,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,64,1,3,0.6454144481212343,0.5515935327298964,0.6338028169014085
anchors_all__logistic_regression__C0.25__k64,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,64,1,4,0.6147281779552713,0.538664125567866,0.6153846153846154
anchors_all__logistic_regression__C0.25__k64,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,64,2,0,0.5519970667931197,0.4527741998970745,0.5184135977337111
anchors_all__logistic_regression__C0.25__k64,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,64,2,1,0.5838630359732191,0.48728895711856474,0.5648148148148148
anchors_all__logistic_regression__C0.25__k64,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,64,2,2,0.6019292901270762,0.44555841773510535,0.5866261398176292
anchors_all__logistic_regression__C0.25__k64,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,64,2,3,0.5864819618715599,0.5491310992904427,0.5886075949367089
anchors_all__logistic_regression__C0.25__k64,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,64,2,4,0.5862999944337917,0.5220361351948773,0.5718849840255591
anchors_all__logistic_regression__C0.25__kall,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,all,0,0,0.6340371772461,0.5144645294450547,0.610062893081761
anchors_all__logistic_regression__C0.25__kall,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,all,0,1,0.550784776819285,0.4600324226966376,0.5365853658536586
anchors_all__logistic_regression__C0.25__kall,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,all,0,2,0.6238869830810254,0.5295621270775026,0.6196319018404908
anchors_all__logistic_regression__C0.25__kall,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,all,0,3,0.5222929241540797,0.46383057374436687,0.5099337748344371
anchors_all__logistic_regression__C0.25__kall,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,all,0,4,0.5671559942233044,0.4846949705438435,0.5663082437275986
anchors_all__logistic_regression__C0.25__kall,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,all,1,0,0.5671539613882086,0.4345559912145524,0.5520231213872833
anchors_all__logistic_regression__C0.25__kall,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,all,1,1,0.539328883196607,0.4688636582886232,0.5136054421768708
anchors_all__logistic_regression__C0.25__kall,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,all,1,2,0.5994683206253861,0.5666366307045698,0.5975609756097561
anchors_all__logistic_regression__C0.25__kall,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,all,1,3,0.6378876441151757,0.5371714741236785,0.6225352112676056
anchors_all__logistic_regression__C0.25__kall,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,all,1,4,0.6107439895586175,0.5433820733001061,0.6121794871794872
anchors_all__logistic_regression__C0.25__kall,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,all,2,0,0.5926651858078981,0.487527550270741,0.56657223796034
anchors_all__logistic_regression__C0.25__kall,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,all,2,1,0.5875549555525501,0.49930990262563035,0.5709876543209876
anchors_all__logistic_regression__C0.25__kall,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,all,2,2,0.6236927366346661,0.4767017879146026,0.6139817629179332
anchors_all__logistic_regression__C0.25__kall,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,all,2,3,0.5871550409134313,0.5542052444135501,0.5854430379746836
anchors_all__logistic_regression__C0.25__kall,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,0.25,all,2,4,0.5885192456538528,0.5167881235679928,0.5814696485623003
anchors_all__logistic_regression__C1__k64,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,1.0,64,0,0,0.6362835684922595,0.5239688532523877,0.6163522012578616
anchors_all__logistic_regression__C1__k64,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,1.0,64,0,1,0.5484603518013669,0.4552084606095621,0.5317073170731708
anchors_all__logistic_regression__C1__k64,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,1.0,64,0,2,0.6247458294810654,0.5314222587177208,0.6165644171779141
anchors_all__logistic_regression__C1__k64,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,1.0,64,0,3,0.5020605959729249,0.46274041531506216,0.4966887417218543
anchors_all__logistic_regression__C1__k64,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,1.0,64,0,4,0.5404253660611369,0.47959780178348776,0.5340501792114696
anchors_all__logistic_regression__C1__k64,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,1.0,64,1,0,0.5490301534009302,0.44315686914797475,0.5317919075144508
anchors_all__logistic_regression__C1__k64,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,1.0,64,1,1,0.5262167399208794,0.44785719911556277,0.4965986394557823
anchors_all__logistic_regression__C1__k64,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,1.0,64,1,2,0.583226156316185,0.5484667377922956,0.5823170731707317
anchors_all__logistic_regression__C1__k64,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,1.0,64,1,3,0.6230256580051553,0.5279130152547874,0.6056338028169014
anchors_all__logistic_regression__C1__k64,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,1.0,64,1,4,0.599981932458862,0.5255428232043164,0.5993589743589743
anchors_all__logistic_regression__C1__k64,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,1.0,64,2,0,0.5547718117011003,0.4557898853046058,0.5212464589235127
anchors_all__logistic_regression__C1__k64,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,1.0,64,2,1,0.5868044991838846,0.4951406757105007,0.5679012345679012
anchors_all__logistic_regression__C1__k64,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,1.0,64,2,2,0.6153980319563311,0.46033639493691036,0.601823708206687
anchors_all__logistic_regression__C1__k64,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,1.0,64,2,3,0.5623000744345136,0.5334437445843281,0.5632911392405063
anchors_all__logistic_regression__C1__k64,anchors_all,zero_shot__macro__sentence;zero_shot__individual__sentence;meta_prompting__macro__sentence;meta_prompting__individual__sentence,logistic_regression,1.0,64,2,4,0.5865913216398446,0.5254597827320068,0.5750798722044729
